actor,role,title,award,score_1,score_2,num_reviews,polarity_mean,objectivity_mean,numeric_key,ordering,height,year,duration,avg_vote,votes,budget,worlwide_gross_income,metascore,weighted_average_vote,total_votes,mean_vote,median_vote,votes_10,votes_9,votes_8,votes_7,votes_6,votes_5,votes_4,votes_3,votes_2,votes_1,allgenders_0age_avg_vote,allgenders_0age_votes,allgenders_18age_avg_vote,allgenders_18age_votes,allgenders_30age_avg_vote,allgenders_30age_votes,allgenders_45age_avg_vote,allgenders_45age_votes,males_allages_avg_vote,males_allages_votes,males_0age_avg_vote,males_0age_votes,males_18age_avg_vote,males_18age_votes,males_30age_avg_vote,males_30age_votes,males_45age_avg_vote,males_45age_votes,females_allages_avg_vote,females_allages_votes,females_0age_avg_vote,females_0age_votes,females_18age_avg_vote,females_18age_votes,females_30age_avg_vote,females_30age_votes,females_45age_avg_vote,females_45age_votes,top1000_voters_rating,top1000_voters_votes,us_voters_rating,us_voters_votes,non_us_voters_rating,non_us_voters_votes,age_at_performance
Alan Arkin,sen hawkins,rendition,0.0,62.0,47.0,47.0,0.10524825320877952,0.532640392015392,4,4,177.0,2007,122,6.8,53672,27500000,27066382,55.0,6.8,53672,6.9,7.0,3351,3450,10473,17807,11130,3960,1355,648,426,1072,7.0,3.0,6.8,5419.0,6.8,29177.0,6.9,10253.0,6.8,37113.0,8.0,2.0,6.8,3806.0,6.7,23840.0,6.8,8552.0,6.9,8512.0,5.0,1.0,6.8,1562.0,6.8,5083.0,7.1,1576.0,6.3,364.0,6.6,9967.0,6.8,31156.0,73.0
Alan Arkin,flagg purdy,raising flagg,0.0,13.0,23.0,2.0,-0.04999999999999993,0.7333333333333334,4,1,177.0,2006,103,5.4,316,0,70528,0,5.4,316,5.7,6.0,36,17,18,43,50,66,29,17,10,30,0,0,4.8,6.0,5.3,127.0,5.5,122.0,5.3,222.0,0,0,4.8,6.0,5.2,111.0,5.4,104.0,6.9,35.0,0,0,0,0,6.1,16.0,8.3,18.0,3.9,18.0,5.5,123.0,5.3,130.0,72.0
Alan Arkin,artie,noel,0.0,48.0,28.0,13.0,-0.0189117364117364,0.5861661255411255,4,4,177.0,2004,96,6.2,8877,0,2280924,29.0,6.2,8877,6.4,6.0,810,471,1049,2013,2083,1250,537,271,179,214,0,0,6.2,1286.0,6.1,4183.0,6.3,1717.0,6.1,4365.0,0,0,6.1,560.0,6.1,2492.0,6.1,1206.0,6.3,2978.0,0,0,6.3,711.0,6.3,1651.0,6.7,488.0,5.9,178.0,6.2,1391.0,6.2,4950.0,70.0
Alan Arkin,dr pearl,eros,0.0,45.0,34.0,26.0,0.16735711148754628,0.5582804232804233,4,2,177.0,2004,104,6.0,6069,0,1553020,51.0,6.0,6069,6.0,6.0,298,176,621,1330,1595,995,513,247,132,162,5.2,4.0,6.2,483.0,6.0,3231.0,5.8,1244.0,5.9,3983.0,5.3,3.0,6.2,310.0,6.0,2537.0,5.8,1049.0,6.1,1017.0,5.0,1.0,6.3,163.0,6.1,653.0,5.8,176.0,5.3,160.0,5.8,1145.0,6.0,3470.0,70.0
Alan Arkin,gene,thirteen conversations about one thing,0.0,71.0,83.0,29.0,0.12042011732229126,0.5085584886128364,4,1,177.0,2001,104,7.0,9372,4500000,3706652,74.0,7.0,9372,7.2,7.0,800,1090,2407,2506,1375,592,283,133,76,110,6.5,2.0,7.2,407.0,7.0,3843.0,7.0,2651.0,7.0,5539.0,6.0,1.0,7.2,294.0,7.0,3066.0,6.9,2064.0,7.1,1425.0,7.0,1.0,7.2,111.0,7.0,732.0,7.2,547.0,6.1,201.0,6.9,3213.0,7.0,3436.0,67.0
Alan Arkin,milo,magicians,0.0,0.0,0.0,0.0,0.0,0.0,4,4,177.0,2000,108,5.4,262,10000000,0,0,5.4,262,5.9,6.0,28,11,34,28,42,53,23,17,10,16,0,0,6.1,7.0,5.2,101.0,5.5,89.0,5.4,168.0,0,0,7.2,4.0,5.3,87.0,5.6,76.0,5.2,30.0,0,0,8.7,3.0,4.9,14.0,4.9,13.0,5.1,19.0,5.6,82.0,5.3,106.0,66.0
Alan Arkin,murray samuel abromowitz,slums of beverly hills,0.0,68.0,81.0,16.0,0.2076757154882155,0.7149452861952862,4,2,177.0,1998,91,6.6,11873,5000000,5502773,69.0,6.6,11873,6.8,7.0,756,772,2179,3607,2385,1127,504,229,154,160,7.0,4.0,6.9,728.0,6.6,5040.0,6.6,2990.0,6.6,6503.0,7.0,1.0,6.8,327.0,6.5,3570.0,6.6,2434.0,6.8,2414.0,7.0,3.0,7.0,389.0,6.8,1410.0,7.0,510.0,6.0,266.0,6.8,5275.0,6.4,3005.0,64.0
Alan Arkin,charles burke elbrick,four days in september,0.0,75.0,59.0,7.0,0.4666666666666666,0.2333333333333333,4,1,177.0,1997,110,7.4,4469,0,397517,0,7.4,4469,7.5,8.0,633,585,1166,1233,478,167,57,28,27,95,0,0,7.5,371.0,7.4,1893.0,7.2,1056.0,7.4,2878.0,0,0,7.5,295.0,7.5,1600.0,7.2,885.0,7.3,523.0,0,0,7.6,66.0,7.3,281.0,7.1,158.0,6.5,97.0,7.4,641.0,7.4,2326.0,63.0
Alan Arkin,lou perilli,steal big steal little,0.0,46.0,15.0,3.0,0.003125000000000003,0.45,4,2,177.0,1995,135,4.8,899,35000000,3150170,0,4.8,899,5.3,5.0,87,20,60,81,126,192,144,82,47,60,4.5,2.0,5.0,13.0,4.9,295.0,4.7,350.0,4.6,535.0,4.0,1.0,5.0,9.0,4.7,241.0,4.5,275.0,5.8,129.0,5.0,1.0,7.5,4.0,6.1,48.0,5.5,71.0,4.7,71.0,4.7,277.0,4.8,358.0,61.0
Alan Arkin,ernie lazarro,the jerky boys,0.0,50.0,17.0,1.0,0.0,0.0,4,3,177.0,1995,82,4.9,2427,7000000,7557877,0,4.9,2427,5.2,5.0,331,82,124,208,284,336,315,261,218,268,0,0,5.1,62.0,4.9,1138.0,4.6,600.0,4.8,1687.0,0,0,5.1,52.0,4.9,1054.0,4.5,541.0,5.0,138.0,0,0,5.0,10.0,4.5,75.0,5.5,51.0,3.4,88.0,4.9,1227.0,4.6,489.0,61.0
Alan Arkin,unca lou handler,indian summer,0.0,65.0,58.0,5.0,-0.029166666666666667,0.5208333333333334,4,1,177.0,1993,97,6.6,5092,9000000,14904910,0,6.6,5092,6.8,7.0,524,391,797,1199,1099,558,246,137,66,75,5.0,1.0,6.5,94.0,6.5,1778.0,6.6,1880.0,6.5,2880.0,0,0,6.5,51.0,6.4,1288.0,6.5,1463.0,6.9,950.0,5.0,1.0,6.5,40.0,6.9,471.0,6.8,399.0,6.1,153.0,6.6,2297.0,6.3,1248.0,59.0
Alan Arkin,george aaronow,glengarry glen ross,0.0,88.0,95.0,9.0,0.2489362874779541,0.7016093474426808,4,4,177.0,1992,100,7.7,93872,12500000,10725228,82.0,7.7,93872,7.8,8.0,13549,17079,29525,19533,7723,3067,1347,771,481,797,7.6,19.0,7.7,12061.0,7.7,43051.0,7.8,17940.0,7.8,68408.0,7.6,17.0,7.7,11000.0,7.7,39635.0,7.8,15638.0,7.4,6127.0,8.0,2.0,7.4,913.0,7.3,2979.0,7.5,2034.0,7.2,539.0,7.9,25812.0,7.6,40993.0,58.0
Alan Arkin,a peevy peabody,the rocketeer,0.0,65.0,65.0,11.0,0.32173746392496394,0.6372168109668109,4,3,177.0,1991,108,6.5,52018,35000000,46704056,61.0,6.5,52018,6.6,7.0,3498,2930,7683,13594,13102,6435,2596,1094,549,537,5.5,9.0,6.7,2705.0,6.4,26461.0,6.4,11489.0,6.5,37974.0,5.7,7.0,6.7,2414.0,6.4,23903.0,6.5,10286.0,6.5,3711.0,5.5,2.0,6.8,264.0,6.4,2269.0,6.4,1037.0,6.2,481.0,6.7,17791.0,6.3,18756.0,57.0
Alan Arkin,leonard hoffman,big trouble,0.0,27.0,17.0,0.0,0.0,0.0,4,2,177.0,1986,93,5.2,1110,0,0,70.0,5.2,1110,5.3,5.0,54,25,50,124,255,269,152,85,50,46,0,0,5.1,50.0,5.2,361.0,5.2,434.0,5.1,767.0,0,0,5.0,45.0,5.2,315.0,5.1,390.0,5.3,88.0,0,0,6.1,5.0,5.0,44.0,5.5,39.0,5.0,113.0,5.2,349.0,5.1,471.0,52.0
Alan Arkin,dr ramon madera,bad medicine,0.0,0.0,0.0,1.0,0.0,0.0,4,2,177.0,1985,98,4.6,1184,0,2685453,0,4.6,1184,4.8,5.0,58,18,47,90,177,230,249,153,87,75,0,0,5.2,16.0,4.7,340.0,4.5,552.0,4.5,804.0,0,0,5.1,14.0,4.7,290.0,4.4,484.0,5.1,110.0,0,0,6.0,1.0,5.5,42.0,4.9,64.0,4.4,94.0,4.7,450.0,4.5,404.0,51.0
Alan Arkin,reuben shapiro,joshua then and now,0.0,0.0,0.0,0.0,0.0,0.0,4,3,177.0,1985,119,6.5,529,10940000,542420,0,6.5,529,6.8,7.0,60,53,84,132,83,54,27,11,11,14,6.0,1.0,6.4,8.0,5.9,73.0,6.8,294.0,6.5,332.0,6.0,1.0,6.2,5.0,5.7,64.0,6.8,258.0,7.2,40.0,0,0,7.3,3.0,7.4,7.0,7.1,30.0,5.9,51.0,6.8,153.0,6.4,212.0,51.0
Alan Arkin,captain invincible,the return of captain invincible,0.0,40.0,60.0,0.0,0.0,0.0,4,1,177.0,1983,96,5.9,651,5000000,0,0,5.9,651,6.1,6.0,76,45,77,88,94,117,56,47,18,33,3.5,2.0,6.7,28.0,5.9,234.0,5.9,244.0,5.9,461.0,3.0,1.0,6.7,22.0,5.8,203.0,5.8,217.0,6.4,54.0,4.0,1.0,6.6,6.0,5.9,26.0,7.3,20.0,5.3,52.0,6.0,174.0,5.8,306.0,49.0
Alan Arkin,schmendrick,the last unicorn,0.0,86.0,71.0,4.0,0.2264880952380952,0.6017857142857143,4,4,177.0,1982,92,7.5,23902,3500000,6455330,70.0,7.5,23902,7.7,8.0,5928,3051,4891,4653,2594,1287,583,353,214,348,6.4,8.0,7.2,2825.0,7.6,12350.0,7.1,3075.0,7.2,11302.0,6.5,4.0,6.9,1275.0,7.3,7323.0,7.0,2289.0,7.9,7417.0,6.8,4.0,7.6,1494.0,8.1,4879.0,7.7,748.0,6.3,335.0,7.3,7138.0,7.4,9173.0,48.0
Alan Arkin,jeffery martley,improper channels,0.0,0.0,0.0,0.0,0.0,0.0,4,1,177.0,1981,92,5.9,130,3600000,0,0,5.9,130,6.4,6.0,19,9,14,22,23,17,14,3,2,7,0,0,7.0,1.0,6.5,22.0,5.7,71.0,5.8,81.0,0,0,0,0,6.3,16.0,5.7,64.0,5.9,14.0,0,0,7.0,1.0,9.2,6.0,5.6,6.0,5.7,17.0,6.0,57.0,5.6,32.0,47.0
Alan Arkin,flash,chu chu and the philly flash,0.0,0.0,0.0,0.0,0.0,0.0,4,1,177.0,1981,92,4.1,270,0,0,0,4.1,270,4.6,4.0,29,6,9,11,25,45,40,33,37,35,6.0,2.0,6.5,4.0,5.3,28.0,4.0,172.0,4.1,172.0,5.0,1.0,5.5,2.0,5.0,20.0,4.0,148.0,5.1,33.0,7.0,1.0,7.5,2.0,6.9,8.0,4.4,22.0,3.9,38.0,4.1,155.0,4.1,47.0,47.0
Alan Arkin,prof simon mendelssohn,simon,0.0,69.0,57.0,2.0,0.5,0.8,4,1,177.0,1980,97,6.4,738,0,0,0,6.4,738,6.7,7.0,85,60,98,160,152,82,48,16,15,22,7.5,2.0,7.2,18.0,6.2,127.0,6.4,406.0,6.4,489.0,7.0,1.0,7.5,11.0,6.2,105.0,6.4,353.0,6.5,78.0,8.0,1.0,6.7,7.0,5.9,19.0,6.6,51.0,5.7,75.0,6.4,401.0,6.3,129.0,46.0
Alan Arkin,yasha mazur,the magician of lublin,0.0,0.0,0.0,1.0,0.225,0.225,4,1,177.0,1979,114,5.6,136,6000000,0,0,5.6,136,5.9,5.0,23,6,10,13,15,31,15,8,8,7,4.0,1.0,8.0,3.0,6.1,22.0,5.5,73.0,5.2,87.0,4.0,1.0,10.0,1.0,5.4,19.0,5.3,65.0,7.9,13.0,0,0,7.0,2.0,8.0,3.0,6.5,7.0,5.5,27.0,5.7,53.0,5.6,43.0,45.0
Alan Arkin,ezra fikus,fire sale,0.0,0.0,0.0,0.0,0.0,0.0,4,1,177.0,1977,88,5.5,346,0,0,0,5.5,346,6.5,6.0,78,19,36,32,59,34,37,17,13,21,4.0,1.0,6.7,3.0,5.4,56.0,5.5,192.0,5.5,222.0,0,0,7.0,2.0,5.4,48.0,5.4,164.0,6.2,34.0,4.0,1.0,6.0,1.0,5.5,8.0,6.7,22.0,4.5,44.0,5.6,178.0,5.3,72.0,43.0
Alan Arkin,dr sigmund freud,the seven-per-cent solution,0.0,68.0,79.0,1.0,0.0,0.0,4,1,177.0,1976,113,6.7,4107,0,0,0,6.7,4107,6.8,7.0,252,266,712,1333,851,367,154,82,31,59,0,0,6.9,122.0,6.4,1024.0,6.8,2046.0,6.7,2807.0,0,0,7.0,94.0,6.4,889.0,6.8,1757.0,6.9,423.0,0,0,6.7,25.0,6.5,123.0,7.2,271.0,6.5,238.0,6.9,1584.0,6.5,1497.0,42.0
Alan Arkin,rafferty,rafferty and the gold dust twins,0.0,0.0,0.0,0.0,0.0,0.0,4,1,177.0,1975,91,6.4,392,0,0,0,6.4,392,6.3,6.0,36,22,51,72,82,69,21,13,6,20,7.7,3.0,6.2,8.0,6.1,77.0,6.5,215.0,6.4,282.0,8.5,2.0,5.4,6.0,5.9,66.0,6.5,197.0,6.8,28.0,6.0,1.0,8.0,2.0,7.2,9.0,6.3,16.0,5.9,68.0,6.3,194.0,6.4,104.0,41.0
Alan Arkin,bean,freebie and the bean,0.0,65.0,25.0,4.0,0.2212121212121212,0.5875,4,1,177.0,1974,113,6.6,2521,0,0,0,6.6,2521,6.8,7.0,255,192,383,631,533,266,108,57,44,52,0,0,6.8,75.0,6.7,604.0,6.6,1266.0,6.6,1861.0,0,0,6.7,64.0,6.7,560.0,6.6,1175.0,6.7,131.0,0,0,7.2,11.0,6.5,38.0,6.7,76.0,6.0,172.0,6.7,988.0,6.5,881.0,40.0
Alan Arkin,barney cashman,last of the red hot lovers,0.0,81.0,33.0,3.0,0.00833333333333334,0.7166666666666668,4,1,177.0,1972,98,5.9,490,0,0,0,5.9,490,6.2,6.0,48,17,48,97,127,55,46,26,14,12,6.0,1.0,6.6,5.0,6.5,89.0,5.7,277.0,5.9,333.0,6.0,1.0,7.5,2.0,6.6,78.0,5.7,240.0,6.2,47.0,0,0,5.7,3.0,6.4,10.0,6.1,33.0,5.1,56.0,5.9,242.0,5.8,111.0,38.0
Alan Arkin,lt practice,little murders,0.0,82.0,67.0,5.0,0.1372537878787879,0.6943181818181818,4,5,177.0,1971,108,7.0,2451,1340000,0,0,7.0,2451,7.2,7.0,320,268,604,540,315,174,98,34,42,56,0,0,7.5,148.0,7.0,757.0,6.8,1056.0,6.9,1704.0,0,0,7.5,126.0,6.9,652.0,6.8,892.0,7.3,269.0,0,0,7.9,20.0,7.2,96.0,7.4,146.0,5.9,148.0,7.0,945.0,7.0,934.0,37.0
Alan Arkin,cooper,deadhead miles,0.0,0.0,0.0,0.0,0.0,0.0,4,2,177.0,1972,93,5.5,193,0,0,0,5.5,193,5.9,6.0,18,5,34,32,24,32,13,14,6,15,0,0,5.2,10.0,5.5,63.0,5.3,89.0,5.5,147.0,0,0,4.9,8.0,5.7,57.0,5.3,81.0,4.1,14.0,0,0,7.0,2.0,3.9,5.0,2.0,7.0,4.8,33.0,5.5,104.0,5.5,42.0,38.0
Alan Arkin,capt john yossarian,catch-22,0.0,76.0,79.0,4.0,0.2604166666666667,0.6541666666666667,4,1,177.0,1970,122,7.1,21551,18000000,0,70.0,7.1,21551,7.3,7.0,2286,2526,5057,5873,3049,1334,653,320,216,237,5.7,3.0,7.2,1390.0,7.1,8146.0,7.2,6867.0,7.1,15022.0,7.0,1.0,7.2,1162.0,7.1,7318.0,7.2,6149.0,7.3,1631.0,5.0,2.0,7.3,212.0,7.3,752.0,7.3,619.0,6.7,388.0,7.2,6083.0,7.1,9362.0,36.0
Alan Arkin,abraham,popi,0.0,0.0,0.0,1.0,0.17850378787878787,0.4214015151515152,4,1,177.0,1969,113,6.7,725,0,0,0,6.7,725,7.0,7.0,99,58,107,198,131,80,24,9,6,13,6.0,1.0,7.1,22.0,6.6,131.0,6.7,389.0,6.7,452.0,6.0,1.0,7.1,18.0,6.6,103.0,6.6,313.0,7.1,105.0,0,0,7.8,4.0,7.0,24.0,7.0,71.0,6.1,82.0,6.7,393.0,6.6,133.0,35.0
Alan Arkin,insp jacques clouseau,inspector clouseau,0.0,0.0,0.0,2.0,-0.5109375,0.778125,4,1,177.0,1968,96,4.9,2368,0,0,35.0,4.9,2368,5.1,5.0,115,40,112,212,414,618,380,204,135,138,4.5,2.0,5.1,171.0,4.9,829.0,4.8,887.0,4.9,1753.0,4.0,1.0,5.0,146.0,4.8,730.0,4.9,815.0,5.2,180.0,5.0,1.0,5.8,24.0,5.5,86.0,4.5,63.0,4.9,188.0,4.8,655.0,4.8,1087.0,34.0
Alan Arkin,roat/harry roat jr/roat sr,wait until dark,0.0,91.0,96.0,1.0,-0.03888888888888888,0.15555555555555556,4,2,177.0,1967,108,7.8,27135,3000000,0,81.0,7.8,27135,7.9,8.0,3708,4747,9557,5762,2124,686,217,120,76,138,8.5,8.0,7.9,2937.0,7.7,10830.0,7.8,7134.0,7.8,16715.0,7.5,5.0,7.9,2057.0,7.7,8491.0,7.7,5678.0,7.9,4598.0,9.7,3.0,8.0,848.0,7.8,2226.0,7.9,1350.0,7.6,465.0,7.9,9192.0,7.7,10337.0,33.0
Marcello Mastroianni,mateo strano/georges vickers/butler/luc allamand,three lives and only one death,0.0,60.0,70.0,2.0,0.0,0.06666666666666668,135,1,177.0,1996,123,7.0,1172,0,0,0,7.0,1172,7.2,7.0,140,111,239,335,191,63,40,23,19,11,0,0,6.9,103.0,7.0,454.0,6.8,383.0,6.9,826.0,0,0,7.0,90.0,7.0,379.0,6.7,337.0,7.0,128.0,0,0,6.9,13.0,7.0,67.0,7.2,43.0,6.1,73.0,6.7,143.0,6.9,739.0,72.0
Marcello Mastroianni,pereira,according to pereira,0.0,0.0,0.0,0.0,0.0,0.0,135,1,177.0,1995,104,7.1,1177,0,0,0,7.1,1177,7.4,8.0,119,147,327,319,130,67,23,15,14,16,0,0,7.0,61.0,7.2,399.0,6.9,404.0,7.1,726.0,0,0,6.9,43.0,7.2,316.0,6.9,348.0,7.3,147.0,0,0,7.2,17.0,7.2,73.0,7.3,49.0,5.4,40.0,6.6,42.0,7.1,738.0,71.0
Marcello Mastroianni,ludovico dandrea,i dont want to talk about it,0.0,83.0,80.0,1.0,0.125,0.725,135,1,177.0,1993,106,6.9,328,0,0,0,6.9,328,7.0,7.0,40,34,67,81,50,21,11,10,6,8,0,0,6.5,12.0,6.3,71.0,7.2,154.0,6.7,186.0,0,0,6.4,9.0,6.0,57.0,7.1,118.0,7.5,51.0,0,0,9.3,3.0,7.5,13.0,7.4,35.0,6.2,25.0,7.1,73.0,6.7,148.0,69.0
Marcello Mastroianni,joe meledandri,used people,0.0,37.0,44.0,4.0,0.7333333333333333,0.7333333333333334,135,4,177.0,1992,115,6.1,1336,16000000,17957265,0,6.1,1336,6.2,6.0,101,66,138,282,317,209,99,42,25,57,0,0,6.2,19.0,6.2,325.0,6.1,643.0,5.9,745.0,0,0,6.0,14.0,6.0,223.0,5.9,491.0,6.7,251.0,0,0,6.2,5.0,6.7,100.0,6.8,145.0,5.6,95.0,6.2,471.0,6.1,475.0,68.0
Marcello Mastroianni,cesareo grimaldi,a fine romance,0.0,0.0,0.0,0.0,0.0,0.0,135,2,177.0,1992,97,5.2,263,0,16497,0,5.2,263,5.9,6.0,38,10,12,30,48,59,30,20,6,10,5.0,1.0,7.9,10.0,5.4,69.0,5.0,110.0,4.9,134.0,5.0,1.0,7.5,2.0,5.1,37.0,4.8,89.0,6.2,61.0,0,0,7.9,8.0,5.7,31.0,6.4,21.0,4.5,48.0,5.5,69.0,5.0,108.0,68.0
Marcello Mastroianni,prof bruschi,towards evening,0.0,0.0,0.0,0.0,0.0,0.0,135,1,177.0,1990,99,6.5,209,0,0,0,6.5,209,6.7,7.0,17,9,37,57,49,23,8,3,1,5,0,0,6.9,6.0,6.2,66.0,6.5,102.0,6.4,144.0,0,0,7.0,3.0,6.3,49.0,6.4,89.0,6.5,33.0,0,0,8.0,3.0,6.1,17.0,7.1,13.0,7.1,14.0,6.9,30.0,6.4,140.0,66.0
Marcello Mastroianni,matteo scuro,everybodys fine,0.0,87.0,78.0,3.0,-0.05229797979797979,0.4523015873015874,135,1,177.0,1990,118,7.7,3482,0,1745470,0,7.7,3482,7.8,8.0,476,542,1272,726,253,115,38,18,20,22,8.0,1.0,8.0,351.0,7.7,1289.0,7.6,1086.0,7.7,2280.0,8.0,1.0,8.0,271.0,7.7,1052.0,7.6,873.0,7.9,504.0,0,0,8.2,74.0,7.9,215.0,7.7,200.0,6.5,117.0,7.6,345.0,7.7,2124.0,66.0
Marcello Mastroianni,marcello,what time is it?,0.0,0.0,0.0,0.0,0.0,0.0,135,1,177.0,1989,97,7.2,881,0,0,0,7.2,881,7.3,7.0,83,94,235,272,116,40,17,2,13,9,0,0,7.7,67.0,7.2,316.0,6.9,302.0,7.2,630.0,0,0,7.7,54.0,7.2,276.0,6.9,277.0,7.3,69.0,0,0,8.1,10.0,7.3,33.0,6.3,24.0,5.5,53.0,7.3,31.0,7.2,582.0,65.0
Marcello Mastroianni,jordan,splendor,0.0,0.0,0.0,0.0,0.0,0.0,135,1,177.0,1989,110,7.1,800,0,0,0,7.1,800,7.3,7.0,81,91,172,255,114,41,17,12,7,10,7.0,2.0,7.5,52.0,7.0,234.0,7.1,350.0,7.1,590.0,7.0,1.0,7.4,44.0,7.1,214.0,7.0,312.0,7.3,61.0,7.0,1.0,8.2,5.0,6.4,18.0,7.6,35.0,6.3,61.0,6.9,40.0,7.1,561.0,65.0
Marcello Mastroianni,pippo botticella,ginger and fred,0.0,81.0,83.0,3.0,0.1552083333333333,0.3399305555555556,135,1,177.0,1986,125,7.3,4634,0,837623,0,7.3,4634,7.3,7.0,442,500,1185,1385,628,229,104,56,44,61,8.5,6.0,7.4,363.0,7.3,1606.0,7.3,1657.0,7.2,3055.0,8.3,3.0,7.3,259.0,7.2,1312.0,7.3,1405.0,7.5,629.0,8.7,3.0,7.8,100.0,7.4,279.0,7.4,230.0,6.6,170.0,7.3,695.0,7.3,2723.0,62.0
Marcello Mastroianni,antonio jasiello,macaroni,0.0,0.0,0.0,1.0,0.0,0.0,135,2,177.0,1985,105,6.5,665,0,0,0,6.5,665,6.8,7.0,72,36,106,165,141,73,46,15,6,5,0,0,6.6,32.0,6.4,158.0,6.5,319.0,6.4,449.0,0,0,6.5,27.0,6.4,127.0,6.4,280.0,6.9,69.0,0,0,8.2,5.0,5.9,26.0,7.4,37.0,5.9,48.0,6.5,107.0,6.4,363.0,61.0
Marcello Mastroianni,enrico iv,henry iv,0.0,0.0,0.0,0.0,0.0,0.0,135,1,177.0,1984,85,6.2,283,0,0,0,6.2,283,6.5,6.0,19,12,41,67,68,53,10,2,5,6,7.0,2.0,5.7,10.0,6.4,81.0,6.2,135.0,6.2,206.0,7.0,1.0,5.6,9.0,6.3,71.0,6.2,122.0,6.8,21.0,7.0,1.0,6.0,1.0,6.9,10.0,7.0,9.0,6.0,55.0,6.1,53.0,6.3,167.0,60.0
Marcello Mastroianni,nacib,gabriela,0.0,48.0,33.0,3.0,0.4,0.4833333333333334,135,2,177.0,1983,99,6.3,980,0,1318839,0,6.3,980,6.6,7.0,103,52,117,251,220,121,51,22,21,22,6.0,2.0,6.4,53.0,6.1,305.0,6.4,382.0,6.3,652.0,6.0,1.0,6.4,37.0,6.2,252.0,6.4,343.0,6.1,97.0,6.0,1.0,6.7,14.0,5.6,47.0,6.5,35.0,5.6,48.0,6.1,145.0,6.2,532.0,59.0
Marcello Mastroianni,curzio malaparte,the skin,0.0,0.0,0.0,0.0,0.0,0.0,135,1,177.0,1981,131,6.8,895,0,0,0,6.8,895,6.8,7.0,73,67,161,255,172,82,40,13,11,21,0,0,6.8,36.0,6.7,222.0,6.7,442.0,6.7,634.0,0,0,6.8,30.0,6.6,188.0,6.7,396.0,6.6,75.0,0,0,6.8,5.0,6.6,28.0,6.4,41.0,6.0,75.0,6.4,119.0,6.7,540.0,57.0
Marcello Mastroianni,luigi,la terrazza,0.0,0.0,0.0,0.0,0.0,0.0,135,4,177.0,1980,150,7.1,1200,0,0,0,7.1,1200,7.2,7.0,95,119,307,382,162,57,45,14,12,7,0,0,7.3,115.0,7.2,374.0,6.9,426.0,7.0,820.0,0,0,7.3,85.0,7.2,313.0,6.8,388.0,7.1,117.0,0,0,7.1,26.0,7.0,55.0,7.3,35.0,6.2,71.0,6.8,42.0,7.0,802.0,56.0
Marcello Mastroianni,snaporaz,city of women,0.0,75.0,72.0,6.0,0.54375,0.6319444444444444,135,1,177.0,1980,139,7.0,6209,0,12516,0,7.0,6209,7.1,7.0,614,617,1389,1654,964,450,214,116,81,110,7.0,5.0,7.2,617.0,6.9,2460.0,6.9,1768.0,7.0,4218.0,9.0,2.0,7.2,481.0,6.9,2053.0,6.9,1553.0,7.1,731.0,6.0,3.0,7.3,123.0,7.0,382.0,7.2,195.0,6.0,174.0,7.0,828.0,7.0,3654.0,56.0
Marcello Mastroianni,rosario maria spallone,blood feud,0.0,0.0,0.0,0.0,0.0,0.0,135,2,177.0,1978,124,6.5,524,0,0,0,6.5,524,6.5,6.0,43,50,73,91,120,72,31,16,12,16,4.0,1.0,7.0,33.0,6.6,118.0,6.5,255.0,6.5,359.0,4.0,1.0,7.1,23.0,6.4,92.0,6.5,231.0,6.8,60.0,0,0,7.0,10.0,7.3,25.0,6.2,24.0,5.9,76.0,5.7,95.0,6.8,292.0,54.0
Marcello Mastroianni,giulio marengo,stay as you are,0.0,0.0,0.0,0.0,0.0,0.0,135,1,177.0,1978,109,6.3,1098,0,0,0,6.3,1098,6.5,7.0,105,77,131,257,248,117,62,36,23,42,0,0,6.6,85.0,6.2,332.0,6.4,444.0,6.3,755.0,0,0,6.6,51.0,6.2,272.0,6.4,401.0,6.2,117.0,0,0,6.5,31.0,6.1,53.0,6.2,31.0,5.4,66.0,6.3,188.0,6.3,589.0,54.0
Marcello Mastroianni,luigi nocello,bye bye monkey,0.0,43.0,60.0,0.0,0.0,0.0,135,2,177.0,1978,113,6.5,1076,0,0,0,6.5,1076,6.6,7.0,99,89,158,256,196,131,49,38,38,22,0,0,6.6,75.0,6.6,404.0,6.4,399.0,6.5,817.0,0,0,6.8,64.0,6.6,362.0,6.3,371.0,7.0,65.0,0,0,5.6,7.0,7.5,37.0,6.7,21.0,5.8,75.0,6.3,129.0,6.6,676.0,54.0
Marcello Mastroianni,luigi de angelis,wifemistress,0.0,0.0,0.0,4.0,0.4125,0.575,135,2,177.0,1977,106,7.0,435,0,0,0,7.0,435,7.3,7.0,75,54,72,111,56,25,21,11,6,4,0,0,7.2,13.0,7.0,64.0,6.8,243.0,6.8,278.0,0,0,7.0,9.0,7.0,54.0,6.7,206.0,7.8,47.0,0,0,8.3,3.0,7.4,10.0,7.7,33.0,5.7,45.0,6.8,90.0,6.9,204.0,53.0
