ACTOR,ROLE,TITLE,AWARD,SCORE_1,SCORE_2,NUM_REVIEWS,polarity_mean,objectivity_mean,NUMERIC_KEY
F. Murray Abraham,noah,muppets from space,0.0,58.0,63.0,14.0,0.08916426166426167,0.5996078643578644,63
F. Murray Abraham,mordecai,esther,0.0,0.0,0.0,0.0,0.0,0.0,63
F. Murray Abraham,prof covington,for love or mummy,0.0,0.0,0.0,0.0,0.0,0.0,63
F. Murray Abraham,tommaso buscetta,excellent cadavers,0.0,47.0,63.0,3.0,0.08333333333333334,0.16666666666666666,63
F. Murray Abraham,president mendoza,eruption,0.0,0.0,0.0,0.0,0.0,0.0,63
F. Murray Abraham,adhar ruafo,star trek insurrection,0.0,44.0,54.0,15.0,0.14039502164502163,0.5174350649350649,63
F. Murray Abraham,dr gates,mimic,0.0,37.0,64.0,6.0,0.1956168831168831,0.47110389610389614,63
F. Murray Abraham,jim sullivan,color of justice,0.0,0.0,0.0,0.0,0.0,0.0,63
F. Murray Abraham,caleb cobb,dead mans walk,0.0,0.0,0.0,0.0,0.0,0.0,63
F. Murray Abraham,stalin,children of the revolution,0.0,71.0,80.0,7.0,0.2616161616161616,0.55,63
F. Murray Abraham,al capone,baby face nelson,0.0,0.0,0.0,0.0,0.0,0.0,63
F. Murray Abraham,leader,mighty aphrodite,0.0,73.0,78.0,5.0,0.25277777777777777,0.4555555555555556,63
F. Murray Abraham,al capone,dillinger and capone,0.0,0.0,0.0,0.0,0.0,0.0,63
F. Murray Abraham,wolfe sr,surviving the game,0.0,47.0,24.0,2.0,0.0,0.0,63
F. Murray Abraham,scalinger,nostradamus,0.0,52.0,38.0,0.0,0.0,0.0,63
F. Murray Abraham,older seit,jamila,0.0,0.0,0.0,0.0,0.0,0.0,63
F. Murray Abraham,harold leacher,national lampoons loaded weapon 1,0.0,49.0,23.0,8.0,-0.08633207070707072,0.5070265151515152,63
F. Murray Abraham,john practice,last action hero,0.0,47.0,38.0,9.0,0.07111111111111111,0.2348148148148148,63
F. Murray Abraham,zargo,sweet killing,0.0,0.0,0.0,0.0,0.0,0.0,63
F. Murray Abraham,professor harlech,journey to the center of the earth,0.0,0.0,0.0,1.0,0.04999999999999999,0.125,63
F. Murray Abraham,maximilian max suba,by the sword,0.0,0.0,0.0,1.0,0.128125,0.425,63
F. Murray Abraham,will scarlet,money,0.0,0.0,0.0,0.0,0.0,0.0,63
F. Murray Abraham,staline,the first circle,0.0,0.0,0.0,0.0,0.0,0.0,63
F. Murray Abraham,pope julius ii,a season of giants,0.0,0.0,0.0,0.0,0.0,0.0,63
F. Murray Abraham,arnold rothstein,mobsters,0.0,57.0,6.0,12.0,-0.04875396825396825,0.5561904761904762,63
F. Murray Abraham,da abe weiss,the bonfire of the vanities,0.0,26.0,16.0,13.0,-0.026467427248677244,0.46060267857142856,63
F. Murray Abraham,capt ramon garcia,cadence,0.0,70.0,42.0,4.0,0.23472222222222222,0.4777777777777777,63
F. Murray Abraham,dr harry bertram,beyond the stars,0.0,0.0,0.0,0.0,0.0,0.0,63
F. Murray Abraham,cornelius,slipstream,0.0,22.0,43.0,0.0,0.0,0.0,63
F. Murray Abraham,father carafa,russicum,0.0,0.0,0.0,0.0,0.0,0.0,63
F. Murray Abraham,abdul hamid,the favorite,0.0,0.0,0.0,0.0,0.0,0.0,63
F. Murray Abraham,father carafa,the third solution,0.0,0.0,0.0,0.0,0.0,0.0,63
F. Murray Abraham,virgil cane,an innocent man,0.0,47.0,38.0,1.0,0.25,0.675,63
F. Murray Abraham,bernardo gui,the name of the rose,0.0,85.0,74.0,2.0,0.4166666666666667,0.4791666666666667,63
F. Murray Abraham,omar suarez,scarface,0.0,93.0,82.0,16.0,0.09885648148148149,0.6330381944444444,63
F. Murray Abraham,unknown,madman,0.0,0.0,0.0,0.0,0.0,0.0,63
F. Murray Abraham,eppis,the big fix,0.0,51.0,86.0,1.0,0.0,0.0,63
F. Murray Abraham,duke skaggs,sex and the married woman,0.0,0.0,0.0,0.0,0.0,0.0,63
F. Murray Abraham,sergeant leeper,all the presidents men,0.0,92.0,94.0,11.0,0.16688988095238094,0.7098544973544973,63
F. Murray Abraham,mechanic,the sunshine boys,0.0,73.0,71.0,5.0,0.24066666666666672,0.585,63
Richard Barthelmess,bronco kid farrow,the spoilers,0.0,0.0,0.0,0.0,0.0,0.0,174
Richard Barthelmess,jb roscoe,the man who talked too much,0.0,0.0,0.0,0.0,0.0,0.0,174
Richard Barthelmess,barthelmess,only angels have wings,0.0,82.0,100.0,8.0,0.184292328042328,0.45486111111111116,174
Richard Barthelmess,gerard de lanoy,spy of napoleon,0.0,0.0,0.0,0.0,0.0,0.0,174
Richard Barthelmess,tony mako,four hours to kill,0.0,0.0,0.0,0.0,0.0,0.0,174
Richard Barthelmess,lance mcgowan/robert anders,midnight alibi,0.0,0.0,0.0,0.0,0.0,0.0,174
Richard Barthelmess,chief joe thunderhorse,massacre,0.0,0.0,0.0,1.0,0.0,0.0,174
Richard Barthelmess,pierre radier/paul rader,a modern hero,0.0,0.0,0.0,0.0,0.0,0.0,174
Richard Barthelmess,james `jim` blaine,central airport,0.0,0.0,0.0,0.0,0.0,0.0,174
Richard Barthelmess,thomas tom holmes,heroes for sale,0.0,66.0,75.0,2.0,0.16666666666666669,0.2833333333333333,174
Richard Barthelmess,marvin blake,cabin in the cotton,0.0,0.0,0.0,0.0,0.0,0.0,174
Richard Barthelmess,karl brenner,alias the doctor,0.0,0.0,0.0,0.0,0.0,0.0,174
Richard Barthelmess,cary lockwood,the last flight,0.0,0.0,0.0,0.0,0.0,0.0,174
Richard Barthelmess,breckenridge `breck` lee,the finger points,0.0,0.0,0.0,0.0,0.0,0.0,174
Richard Barthelmess,dick courtney,flight commander,0.0,0.0,0.0,1.0,0.012857142857142855,0.46428571428571425,174
Richard Barthelmess,francisco delfino pancho,the lash,0.0,0.0,0.0,0.0,0.0,0.0,174
Richard Barthelmess,sam lee,son of the gods,0.0,0.0,0.0,0.0,0.0,0.0,174
Richard Barthelmess,david carroll,drag,0.0,0.0,0.0,0.0,0.0,0.0,174
Richard Barthelmess,jerry larrabee,weary river,0.0,0.0,0.0,0.0,0.0,0.0,174
Richard Barthelmess,jack hamill,the drop kick,0.0,0.0,0.0,0.0,0.0,0.0,174
Richard Barthelmess,dx,shore leave,0.0,0.0,0.0,0.0,0.0,0.0,174
Richard Barthelmess,eric fane,soul-fire,0.0,0.0,0.0,0.0,0.0,0.0,174
Richard Barthelmess,unknown,the enchanted cottage,0.0,0.0,0.0,0.0,0.0,0.0,174
Richard Barthelmess,unknown,the bright shawl,0.0,0.0,0.0,0.0,0.0,0.0,174
Richard Barthelmess,john alden jr,the seventh day,0.0,0.0,0.0,0.0,0.0,0.0,174
Richard Barthelmess,david kinemon,tolable david,0.0,0.0,0.0,0.0,0.0,0.0,174
Richard Barthelmess,dan mcguire,the idol dancer,0.0,0.0,0.0,0.0,0.0,0.0,174
Richard Barthelmess,david bartlett,way down east,0.0,69.0,95.0,4.0,0.0835978835978836,0.486515022675737,174
Richard Barthelmess,bruce sanders,the love flower,0.0,0.0,0.0,0.0,0.0,0.0,174
Richard Barthelmess,the yellow nan,broken blossoms,0.0,71.0,95.0,5.0,0.3050595238095238,0.85,174
Richard Barthelmess,don maria alvarez,scarlet days,0.0,0.0,0.0,0.0,0.0,0.0,174
Richard Barthelmess,bayard varick,rich man poor man,0.0,0.0,0.0,0.0,0.0,0.0,174
Wallace Beery,big jack horner,big jack,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,jim breedin,alias a gentleman,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,melvin r foster,a date with judy,0.0,51.0,57.0,3.0,0.4083333333333333,0.3708333333333333,219
Wallace Beery,roy slag mcgurk,the mighty mcgurk,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,zeb bascomb/ezekiel zeke smith,bad bascomb,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,ned trumpet,this mans navy,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,honest plush brannon,barbary coast gent,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,ben barton,rationing,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,sgt maj william bailey,salute to the marines,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,sergeant patrick aloysius hap doan,the bugle sounds,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,marmaduke just baggot,jackass mail,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,bill johansen,barnacle bill,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,pancho lopez,the bad man,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,sgt bar barstow,man from dakota,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,reb harkness,bad man of wyoming,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,skinner bill bragg,20 mule team,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,reb harkness,wyoming,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,captain boss starkey,stand up and fight,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,john thorson,thunder afloat,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,sgt shaun madden,sergeant madden,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,cesar,port of seven seas,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,doc thomas `tom` terry,stablemates,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,trigger bill,the bad man of brimstone,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,clem hawley,the good old soak,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,jack thompson,slave ship,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,`hutch` hutchins,old hutch,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,sergeant dory,a message to garcia,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,captain michael `windy` oshaughnessy,oshaughnessys boy,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,jamesy macardle,china seas,0.0,72.0,80.0,0.0,0.0,0.0,219
Wallace Beery,sidney sid miller,ah wilderness!,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,sgt `big mike` stone,west point of the air,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,pancho villa,viva villa!,0.0,51.0,67.0,1.0,0.425,0.5750000000000001,219
Wallace Beery,phineas t barnum,the mighty barnum,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,long john silver,treasure island,0.0,74.0,100.0,0.0,0.0,0.0,219
Wallace Beery,dan packard,dinner at eight,0.0,74.0,90.0,1.0,0.33333333333333337,0.5,219
Wallace Beery,terry brennan,tugboat annie,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,chuck connors,the bowery,0.0,0.0,0.0,1.0,-0.13680069930069932,0.6332604895104895,219
Wallace Beery,preysing,grand hotel,0.0,77.0,86.0,10.0,0.30622222222222223,0.6331111111111112,219
Wallace Beery,polakai,flesh,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,cpo hw `windy` riker,hell divers,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,louis louie scorpio,the secret six,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,police sergeant,the stolen jools,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,garrett,the highwayman rides,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,pt barnum,a ladys morals,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,tripod,way for a sailor,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,garrett,billy the kid,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,bill,min and bill,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,chuck riley,chinatown nights,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,oklahoma red,beggars of life,0.0,0.0,0.0,1.0,-0.07500000000000001,0.5750000000000001,219
Wallace Beery,wally,now were in the air,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,bosn,old ironsides,0.0,60.0,100.0,2.0,0.11666666666666667,0.5520833333333334,219
Wallace Beery,riff swanson,behind the front,0.0,0.0,0.0,1.0,-0.5,0.6,219
Wallace Beery,joe lawler,coming through,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,capt bartlett,rugged water,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,rhode island red,the pony express,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,professor challenger,the lost world,0.0,68.0,100.0,3.0,0.1753968253968254,0.780952380952381,219
Wallace Beery,klaus poole,so big,0.0,0.0,0.0,4.0,0.16901041666666666,0.51796875,219
Wallace Beery,joe standish,the signal tower,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,bo-bo,the red lily,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,barode dukane,the eternal struggle,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,the villain,the three ages,0.0,76.0,100.0,0.0,0.0,0.0,219
Wallace Beery,jules repin,drifting,0.0,0.0,0.0,2.0,0.21250000000000002,0.5583333333333333,219
Wallace Beery,richard the lion-hearted,robin hood,0.0,72.0,100.0,0.0,0.0,0.0,219
Wallace Beery,buck mckee,the round-up,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,magua,the last of the mohicans,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,sheik achmet hamid,the virgin of stamboul,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,henry von holkar,the mollycoddle,0.0,0.0,0.0,1.0,0.07499999999999996,0.675,219
Wallace Beery,lt brandt,behind the door,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,august schomberg,victory,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,henry black,teddy at the throttle,0.0,0.0,0.0,0.0,0.0,0.0,219
Wallace Beery,unknown,a clever dummy,0.0,0.0,0.0,0.0,0.0,0.0,219
Dan O'Herlihy,joe kennedy,the rat pack,0.0,58.0,57.0,9.0,0.017500000000000016,0.6014197530864198,46
Dan O'Herlihy,hamilton fisk,love cheat & steal,0.0,0.0,0.0,0.0,0.0,0.0,46
Dan O'Herlihy,the old man,robocop 2,0.0,36.0,30.0,7.0,-0.03666666666666667,0.39,46
Dan O'Herlihy,uncle tom,a waltz through the hills,0.0,0.0,0.0,0.0,0.0,0.0,46
Dan O'Herlihy,mr kerrigan,the dead,0.0,78.0,93.0,12.0,0.32534992784992783,0.5929473304473305,46
Dan O'Herlihy,the old man,robocop,0.0,84.0,90.0,12.0,-0.039213564213564214,0.44905753968253964,46
Dan O'Herlihy,judge sternhill,the whoopee boys,0.0,0.0,0.0,0.0,0.0,0.0,46
Dan O'Herlihy,professor john tyler,the secret servant,0.0,0.0,0.0,0.0,0.0,0.0,46
Dan O'Herlihy,grig,the last starfighter,0.0,69.0,74.0,2.0,0.3952380952380952,0.5992559523809524,46
Dan O'Herlihy,conal cochran,halloween iii season of the witch,0.0,27.0,41.0,3.0,0.18499999999999997,0.4122222222222222,46
Dan O'Herlihy,the director,tr sloane,0.0,0.0,0.0,0.0,0.0,0.0,46
Dan O'Herlihy,colonel edward stryker,its deadly,0.0,0.0,0.0,0.0,0.0,0.0,46
Dan O'Herlihy,colonel edward stryker,deadly game,0.0,0.0,0.0,0.0,0.0,0.0,46
Dan O'Herlihy,president franklin d roosevelt,macarthur,0.0,60.0,50.0,0.0,0.0,0.0,46
Dan O'Herlihy,father kemschler,good against evil,0.0,0.0,0.0,0.0,0.0,0.0,46
Dan O'Herlihy,tip conaker,banjo hackett,0.0,0.0,0.0,0.0,0.0,0.0,46
Dan O'Herlihy,david shawcross,qb vii,0.0,0.0,0.0,0.0,0.0,0.0,46
Dan O'Herlihy,fergus stephenson,the tamarind seed,0.0,0.0,0.0,0.0,0.0,0.0,46
Dan O'Herlihy,sol diemus,the people,0.0,0.0,0.0,0.0,0.0,0.0,46
Dan O'Herlihy,lt col max dodd,escape from colditz,0.0,0.0,0.0,0.0,0.0,0.0,46
Dan O'Herlihy,marshal michel ney,waterloo,0.0,82.0,27.0,5.0,0.09444444444444446,0.496875,46
Dan O'Herlihy,charles winthrop,the big cube,0.0,0.0,0.0,0.0,0.0,0.0,46
Dan O'Herlihy,steven grimes,100 rifles,0.0,0.0,0.0,1.0,0.25,1.0,46
Dan O'Herlihy,brig gen warren a black,fail-safe,0.0,91.0,93.0,5.0,0.14722222222222223,0.6037037037037037,46
Dan O'Herlihy,caligari/paul,cabinet of caligari,0.0,0.0,0.0,0.0,0.0,0.0,46
Dan O'Herlihy,detective phil butler,king of the roaring 20s -- the story of arnold rothstein,0.0,0.0,0.0,0.0,0.0,0.0,46
Dan O'Herlihy,don mcginnis,night fighters,0.0,0.0,0.0,0.0,0.0,0.0,46
Dan O'Herlihy,sir harry ivers,one foot in hell,0.0,0.0,0.0,0.0,0.0,0.0,46
Dan O'Herlihy,unknown,women in paradise,0.0,0.0,0.0,0.0,0.0,0.0,46
Dan O'Herlihy,judge millard isham,the young land,0.0,0.0,0.0,0.0,0.0,0.0,46
Dan O'Herlihy,david edwards,imitation of life,0.0,91.0,81.0,11.0,0.15902777777777777,0.403125,46
Dan O'Herlihy,arnold bronn,home before dark,0.0,0.0,0.0,0.0,0.0,0.0,46
Dan O'Herlihy,dr keller,the blackwell story,0.0,0.0,0.0,0.0,0.0,0.0,46
Dan O'Herlihy,dermot kinross,city after midnight,0.0,0.0,0.0,0.0,0.0,0.0,46
Dan O'Herlihy,brisquet,the purple mask,0.0,0.0,0.0,0.0,0.0,0.0,46
Dan O'Herlihy,lord derry,the virgin queen,0.0,0.0,0.0,1.0,0.3333333333333333,0.41666666666666663,46
Dan O'Herlihy,capt ronald blaine,bengal brigade,0.0,0.0,0.0,0.0,0.0,0.0,46
Dan O'Herlihy,prince hal,the black shield of falworth,0.0,0.0,0.0,1.0,0.0,0.0,46
Dan O'Herlihy,danglars,sword of venus,0.0,0.0,0.0,0.0,0.0,0.0,46
Dan O'Herlihy,alfred oshea/narrator,actors and sin,0.0,0.0,0.0,0.0,0.0,0.0,46
Dan O'Herlihy,mr ohman,invasion usa,0.0,0.0,0.0,0.0,0.0,0.0,46
Dan O'Herlihy,mike duncan,operation secret,0.0,0.0,0.0,0.0,0.0,0.0,46
Dan O'Herlihy,aramis jr,at swords point,0.0,0.0,0.0,0.0,0.0,0.0,46
Dan O'Herlihy,sgtmurphy,soldiers three,0.0,0.0,0.0,1.0,0.25,0.25,46
Dan O'Herlihy,lt blakely,the tomahawk trail,0.0,0.0,0.0,0.0,0.0,0.0,46
Dan O'Herlihy,macduff,macbeth,0.0,76.0,85.0,8.0,0.2520833333333333,0.7020833333333333,46
Dan O'Herlihy,alan breck,kidnapped,0.0,0.0,0.0,0.0,0.0,0.0,46
Dan O'Herlihy,duke,larceny,0.0,0.0,0.0,0.0,0.0,0.0,46
Dan O'Herlihy,nolan,odd man out,0.0,86.0,100.0,10.0,0.2476128472222222,0.5877604166666667,46
Giancarlo Giannini,unknown,magical nights,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,professor eduardo amaldi,the catcher was a spy,0.0,51.0,32.0,15.0,0.08746031746031746,0.5045238095238095,81
Giancarlo Giannini,catarella,tulipani love honour and a bicycle,0.0,98.0,50.0,2.0,-0.26944444444444443,0.37777777777777777,81
Giancarlo Giannini,gianluca moretti,the neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,psycologist,mommy doesnt want,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,petros,the first line,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,don ferracane,ameriqua,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,lorenzo,omamamia,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,unknown,vittorio racconta gassman una vita da mattatore,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,mathis,quantum of solace,0.0,58.0,65.0,43.0,0.0448564306064306,0.4931248511904762,81
Giancarlo Giannini,turi leofonte,milano palermo - il ritorno,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,emperador,the white knight,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,mathis,casino royale,0.0,89.0,95.0,36.0,0.22916051871409016,0.4610077521684665,81
Giancarlo Giannini,father moretti,the shadow dancer,0.0,61.0,43.0,1.0,0.0,0.0,81
Giancarlo Giannini,manzano,man on fire,0.0,89.0,38.0,25.0,-0.035328042328042306,0.6229074074074074,81
Giancarlo Giannini,unknown,my house in umbria,0.0,66.0,50.0,3.0,0.272979797979798,0.5472222222222222,81
Giancarlo Giannini,branco,five moons plaza,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,giovanni,forever,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,cesare,the heart is elsewhere,0.0,64.0,71.0,6.0,0.34833333333333333,0.45499999999999996,81
Giancarlo Giannini,pope,joshua,0.0,76.0,22.0,2.0,-0.029166666666666667,0.625,81
Giancarlo Giannini,flavio carboni,the bankers of god the calvi affair,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,albert rua,darkness,0.0,30.0,4.0,13.0,-0.05186868686868686,0.5452525252525253,81
Giancarlo Giannini,unknown,ciao america,0.0,0.0,0.0,1.0,0.0,0.35714285714285715,81
Giancarlo Giannini,dr enrico valenzi,dracula,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,eugenio,i love you eugenio,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,guastamacchia,viper,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,marcello,a long long long night of love,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,pop bazinni,the whole shebang,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,giordano montorsi,francesca and nunziata,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,president of the grey men,momo the conquest of time,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,enzo,cq,0.0,69.0,66.0,14.0,0.1635251322751323,0.5887896825396826,81
Giancarlo Giannini,rinaldo pazzi,hannibal,0.0,62.0,39.0,29.0,0.029294217687074815,0.6206679894179895,81
Giancarlo Giannini,leonardo,a night with sabrina love,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,commissioner,milonga,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,carlo,greener fields,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,professore,the dinner,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,marquis of acquafurata,scirocco,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,manny,mimic,0.0,37.0,64.0,6.0,0.1956168831168831,0.47110389610389614,81
Giancarlo Giannini,bernardo,beyond the garden,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,leo steiner,ultimo bersaglio,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,thief,heaven before i die,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,von zirkenitz,borderland,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,turi leofonte,palermo-milan one way,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,von zirkenitz,the border,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,von zirkenitz,la frontiera,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,sergio amidei,celluloid,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,taxi,the disappearance of garcia lorca,0.0,58.0,29.0,2.0,0.35,0.4,81
Giancarlo Giannini,alberto aragon,a walk in the clouds,0.0,75.0,44.0,4.0,0.10000000000000002,0.41666666666666663,81
Giancarlo Giannini,laban,jacob,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,pietro fraschini,like two crocodiles,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,paolo borsellino,giovanni falcone,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,inspector bonnard,once upon a crime,0.0,42.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,valentino bruio,black heart,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,charles renard,i divertimenti della vita privata,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,major,time to kill,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,alberto,brown bread sandwiches,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,alberto,good night michelangelo,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,riccardo,the sleazy uncle,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,unknown,carla,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,claudio,new york stories,0.0,56.0,75.0,6.0,0.1196060606060606,0.526590909090909,81
Giancarlo Giannini,sebastian collogero,blood red,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,abalardi,saving grace,0.0,0.0,0.0,1.0,0.0,0.0,81
Giancarlo Giannini,charley,fever pitch,0.0,25.0,14.0,5.0,-0.056305916305916304,0.5824206349206349,81
Giancarlo Giannini,salvatore cannavacciuolo,wheres picone?,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,victor marchand,american dreamer,0.0,82.0,17.0,1.0,0.5,0.5,81
Giancarlo Giannini,salvatore cannavacciuolo,mi manda picone,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,robert,lili marleen,0.0,74.0,45.0,5.0,0.17545454545454545,0.7521818181818182,81
Giancarlo Giannini,nicola sanmichele detto `nick`,blood feud,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,antonio murillo,life is beautiful,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,linnominato,good news,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,guido massacesi,lovers and liars,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,paolo,a night full of rain,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,domenico/cesaretto/enrico/lello/giansiro/the donor/michele macco/saturnino/dottor bianchi,how funny can sex be?,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,tullio hermil,the innocent,0.0,81.0,79.0,9.0,0.38375,0.6747569444444443,81
Giancarlo Giannini,tullio murri,the murri affair,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,zia,the immortal bachelor,0.0,0.0,0.0,1.0,0.10000000000000002,0.8555555555555555,81
Giancarlo Giannini,gino benacio,midnight pleasures,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,gennarino carunchio,swept away by an unusual destiny in the blue sea of august,0.0,80.0,63.0,1.0,0.225,0.975,81
Giancarlo Giannini,paolo castorini,the sensual man,0.0,0.0,0.0,0.0,0.0,0.0,81
Giancarlo Giannini,tunin,love and anarchy,0.0,0.0,0.0,0.0,0.0,0.0,81
