ACTOR,ROLE,TITLE,AWARD,SCORE_1,SCORE_2,NUM_REVIEWS,polarity_mean,objectivity_mean,NUMERIC_KEY
Lawrence Tibbett,yegor,the rogue song,1.0,0.0,0.0,4.0,0.3917013888888889,0.631875,126
Lee Marvin,kid shelleen tim strawn,cat ballou,2.0,74.0,88.0,0.0,0.0,0.0,127
Leonardo DiCaprio,howard hughes,the aviator,1.0,79.0,86.0,50.0,0.2839416519694297,0.5621184149988497,128
Leonardo DiCaprio,danny archer,blood diamond,1.0,90.0,63.0,54.0,0.18120990410052915,0.5152832244008715,128
Leonardo DiCaprio,jordan belfort,the wolf of wall street,1.0,83.0,80.0,55.0,0.06689303751803753,0.5638619047619048,128
Leonardo DiCaprio,hugh glass,the revenant,2.0,84.0,78.0,53.0,0.14943416681697932,0.6469450334246253,128
Leonardo DiCaprio,rick dalton,once upon a time in hollywood,1.0,70.0,85.0,61.0,0.26203904120570787,0.5735204052014398,128
Leslie Howard,peter standish,berkeley square,1.0,0.0,0.0,0.0,0.0,0.0,129
Leslie Howard,professor henry higgins,pygmalion,1.0,86.0,94.0,5.0,0.42928571428571427,0.6845238095238095,129
Lew Ayres,dr robert richardson,johnny belinda,1.0,88.0,89.0,0.0,0.0,0.0,130
Lewis Stone,count pahlen,the patriot,1.0,56.0,100.0,4.0,0.22593749999999999,0.5608333333333333,131
Liam Neeson,oskar schindler,schindlers list,1.0,97.0,97.0,22.0,0.2522878086419753,0.504177374653565,132
Lionel Barrymore,stephen ashe,a free soul,2.0,0.0,0.0,0.0,0.0,0.0,133
Louis Calhern,oliver wendell holmes,the magnificent yankee,1.0,56.0,80.0,1.0,0.6111111111111112,0.6666666666666666,134
Marcello Mastroianni,ferdinando cefalu,divorce italian style,1.0,93.0,100.0,7.0,0.3958333333333333,0.6069444444444445,135
Marcello Mastroianni,gabriele,a special day,1.0,91.0,100.0,2.0,0.3433673469387755,0.5551020408163265,135
Marcello Mastroianni,romano,dark eyes,1.0,92.0,100.0,1.0,-0.0875,0.675,135
Marlon Brando,stanley kowalski,a streetcar named desire,1.0,90.0,98.0,15.0,0.1678488178488179,0.62497594997595,136
Marlon Brando,emiliano zapata,viva zapata!,1.0,77.0,65.0,5.0,0.5125,0.50625,136
Marlon Brando,marc antony,julius caesar,1.0,81.0,95.0,7.0,0.43888888888888883,0.6873015873015874,136
Marlon Brando,terry malloy,on the waterfront,2.0,95.0,99.0,14.0,0.25929972804972806,0.6344490826633684,136
Marlon Brando,major lloyd ace gruver,sayonara,1.0,79.0,93.0,0.0,0.0,0.0,136
Marlon Brando,don vito corleone,the godfather,1.0,98.0,98.0,23.0,0.16298463962937645,0.5950053253624682,136
Marlon Brando,paul,last tango in paris,1.0,76.0,83.0,9.0,0.19771205357142857,0.5045324900793651,136
Massimo Troisi,mario ruoppolo,the postman,1.0,94.0,93.0,5.0,-0.1857638888888889,0.4583333333333333,137
Matt Damon,will hunting,good will hunting,1.0,94.0,97.0,16.0,0.28866071428571427,0.6693154761904763,138
Matt Damon,mark watney,the martian,1.0,91.0,91.0,38.0,0.2639798910766653,0.6188504947433519,138
Matthew McConaughey,ron woodroof,dallas buyers club,2.0,91.0,93.0,40.0,0.17327090978606133,0.6257810707810708,139
Maurice Chevalier,pierre mirande,the big pond,1.0,0.0,0.0,0.0,0.0,0.0,140
Maurice Chevalier,count alfred renard,the love parade,1.0,79.0,100.0,2.0,0.4166666666666667,0.5,140
Max von Sydow,lassefar,pelle the conqueror,1.0,89.0,88.0,11.0,0.07265873015873017,0.6815476190476191,141
Maximilian Schell,hans rolfe,judgment at nuremberg,2.0,93.0,91.0,4.0,0.3055555555555556,0.4041666666666667,142
Maximilian Schell,arthur goldman,the man in the glass booth,1.0,0.0,0.0,1.0,0.0,0.0,142
Melvyn Douglas,tom garrison,i never sang for my father,1.0,80.0,100.0,2.0,0.10624999999999998,0.41041666666666665,143
Michael Caine,alfie elkins,alfie,1.0,76.0,96.0,8.0,0.21879340277777778,0.5739583333333333,144
Michael Caine,milo tindle,sleuth,1.0,51.0,36.0,31.0,0.025890847247990123,0.5659496981307326,144
Michael Caine,dr frank bryant,educating rita,1.0,81.0,80.0,1.0,0.25,0.3625,144
Michael Caine,thomas fowler,the quiet american,1.0,72.0,87.0,25.0,0.17255574452003022,0.4702630471380472,144
Michael Douglas,gordon gekko,wall street,2.0,81.0,79.0,11.0,0.006486742424242409,0.601120330286997,145
Michael Fassbender,steve jobs,steve jobs,1.0,73.0,85.0,42.0,0.20759513502370644,0.5561295386295386,146
Michael Keaton,riggan thomson,birdman,1.0,77.0,91.0,41.0,0.28336631546558017,0.6081438565188566,147
Michael Redgrave,orin mannon,mourning becomes electra,1.0,46.0,67.0,1.0,0.0,0.0,148
Mickey Rooney,mickey moran,babes in arms,1.0,70.0,83.0,0.0,0.0,0.0,149
Mickey Rooney,homer macauley,the human comedy,1.0,67.0,80.0,0.0,0.0,0.0,149
Mickey Rourke,randy the ram robinson,the wrestler,1.0,88.0,98.0,38.0,0.27216954022988504,0.5862956349206349,150
Montgomery Clift,ralph steve stevenson,the search,1.0,91.0,100.0,3.0,0.15787037037037036,0.44629629629629625,151
Montgomery Clift,george eastman,a place in the sun,1.0,84.0,77.0,8.0,0.042965367965367963,0.5329004329004329,151
Montgomery Clift,pvt robert e  lee prew prewitt,from here to eternity,1.0,84.0,92.0,16.0,-0.0008641975308641969,0.40694444444444444,151
Monty Woolley,howard,the pied piper,1.0,76.0,100.0,3.0,0.03333333333333333,0.65,152
Morgan Freeman,hoke colburn,driving miss daisy,1.0,81.0,82.0,17.0,0.26132635882635885,0.5732355227444513,153
Morgan Freeman,ellis boyd red redding,the shawshank redemption,1.0,98.0,91.0,18.0,0.24146296296296293,0.5786185515873016,153
Morgan Freeman,nelson mandela,invictus,1.0,75.0,77.0,43.0,0.08494422244422244,0.5636080619116333,153
Nick Nolte,tom wingo,the prince of tides,1.0,70.0,69.0,9.0,0.23958333333333331,0.45260416666666664,154
Nick Nolte,wade whitehouse,affliction,1.0,71.0,88.0,9.0,0.075,0.4541666666666667,154
Nicolas Cage,ben sanderson,leaving las vegas,2.0,85.0,91.0,13.0,0.02329449254449254,0.5849354256854258,155
Nicolas Cage,charlie kaufman  / donald kaufman,adaptation,1.0,85.0,91.0,41.0,0.3132256718975469,0.680303959508505,155
Nigel Hawthorne,king george iii,the madness of king george,1.0,80.0,93.0,11.0,0.22994791666666667,0.6871913580246914,156
Orson Welles,charles foster kane,citizen kane,1.0,90.0,100.0,23.0,0.31445496632996633,0.536511994949495,157
Oskar Werner,dr schumann,ship of fools,1.0,78.0,72.0,4.0,0.024999999999999994,0.6916666666666668,158
Paul Lukas,kurt muller,watch on the rhine,2.0,63.0,80.0,2.0,0.42500000000000004,0.625,159
Paul Muni,james dyke,the valiant,1.0,0.0,0.0,0.0,0.0,0.0,160
Paul Muni,james allen,i am a fugitive from a chain gang,1.0,91.0,96.0,3.0,0.027777777777777773,0.5760073260073261,160
Paul Muni,joe radek,black fury,1.0,0.0,0.0,0.0,0.0,0.0,160
Paul Muni,louis pasteur,the story of louis pasteur,2.0,73.0,100.0,2.0,0.48055555555555557,0.6611111111111111,160
Paul Muni,emile zola,the life of emile zola,1.0,73.0,82.0,9.0,0.289837962962963,0.6567746913580247,160
Paul Muni,dr sam abelman,the last angry man,1.0,0.0,0.0,0.0,0.0,0.0,160
Paul Newman,brick pollitt,cat on a hot tin roof,1.0,0.0,0.0,0.0,0.0,0.0,161
Paul Newman,fast eddie felson,the hustler,1.0,93.0,98.0,9.0,0.2959385146103896,0.6530113636363637,161
Paul Newman,hud bannon,hud,1.0,89.0,82.0,4.0,0.2994791666666667,0.33749999999999997,161
Paul Newman,lucas cool hand luke jackson,cool hand luke,1.0,95.0,100.0,8.0,0.21538194444444445,0.6277951388888889,161
Paul Newman,michael colin gallagher,absence of malice,1.0,63.0,81.0,7.0,0.09643055555555555,0.4823148148148148,161
Paul Newman,frank galvin,the verdict,1.0,88.0,88.0,6.0,0.2657407407407408,0.4277777777777778,161
Paul Newman,fast eddie felson,the color of money,2.0,73.0,89.0,12.0,0.18263888888888888,0.45868055555555554,161
Paul Newman,donald sully sullivan,nobodys fool,1.0,81.0,91.0,18.0,0.2761507936507936,0.566889880952381,161
Paul Scofield,sir thomas more,a man for all seasons,2.0,87.0,83.0,7.0,0.17737179487179486,0.5985683760683761,162
Paul Winfield,nathan lee morgan,sounder,1.0,77.0,89.0,5.0,0.36354166666666665,0.5917261904761905,163
Peter Finch,dr daniel hirsh,sunday bloody sunday,1.0,71.0,86.0,9.0,0.026962081128747775,0.530621693121693,164
Peter Finch,howard beale,network,1.0,93.0,91.0,11.0,0.08128679962013295,0.6166999050332385,164
Peter Fonda,ulysses ulee jackson,ulees gold,1.0,75.0,94.0,16.0,0.2701851851851852,0.6139141414141414,165
Peter O'Toole,t e lawrence,lawrence of arabia,1.0,93.0,98.0,23.0,0.1487027417027417,0.6117144231429945,166
Peter O'Toole,king henry ii of england,becket,1.0,87.0,76.0,9.0,0.09987847222222222,0.7669642857142858,166
Peter O'Toole,king henry ii of england,the lion in winter,1.0,90.0,90.0,10.0,0.19448660714285715,0.6612202380952381,166
Peter O'Toole,arthur chipping,goodbye mr chips,1.0,71.0,100.0,1.0,0.1625,0.5333333333333333,166
Peter O'Toole,jack gurney 14th earl of gurney,the ruling class,1.0,86.0,83.0,1.0,0.3714285714285714,0.4904761904761905,166
Peter O'Toole,eli cross,the stunt man,1.0,74.0,89.0,8.0,0.37234375,0.6188541666666667,166
Peter O'Toole,alan swann,my favorite year,1.0,84.0,96.0,1.0,-0.25,0.5,166
Peter O'Toole,maurice russell,venus,1.0,74.0,88.0,45.0,0.2913160624098124,0.5703346908939014,166
Peter Sellers,group captain lionel mandrake president merkin muffley dr strangelove,dr strangelove,1.0,94.0,98.0,14.0,-0.11744505494505494,0.702891156462585,167
Peter Sellers,chauncey gardiner,being there,1.0,92.0,95.0,9.0,0.21400462962962966,0.5334160052910053,167
Philip Seymour Hoffman,truman capote,capote,2.0,82.0,90.0,43.0,0.31578956582633055,0.63939098324515,168
Ralph Fiennes,count laszlo de almasy,the english patient,1.0,83.0,85.0,31.0,0.3034344821844822,0.5888282088282089,169
Rami Malek,freddie mercury,bohemian rhapsody,2.0,85.0,60.0,45.0,0.13878305408583186,0.5969563939803302,170
Ray Milland,don birnam,the lost weekend,2.0,90.0,97.0,9.0,0.2994949494949495,0.5723905723905723,171
Raymond Massey,abraham lincoln,abe lincoln in illinois,1.0,71.0,83.0,0.0,0.0,0.0,172
Rex Harrison,julius caesar,cleopatra,1.0,69.0,62.0,10.0,0.14095238095238097,0.6029464285714285,173
Rex Harrison,professor henry higgins,my fair lady,2.0,90.0,95.0,13.0,0.48303571428571423,0.7166798941798942,173
Richard Barthelmess,nickie elkins,the noose,1.0,0.0,0.0,0.0,0.0,0.0,174
Richard Barthelmess,patent leather kid,the patent leather kid,1.0,0.0,0.0,0.0,0.0,0.0,174
Richard Burton,marcellus gallio,the robe,1.0,69.0,33.0,4.0,0.2720238095238095,0.4254464285714286,175
Richard Burton,thomas becket,becket,1.0,87.0,76.0,9.0,0.09987847222222222,0.7669642857142858,175
Richard Burton,alec leamas,the spy who came in from the cold,1.0,82.0,87.0,4.0,0.2710677083333333,0.7511458333333334,175
Richard Burton,george,whos afraid of virginia woolf?,1.0,91.0,95.0,8.0,0.13965099715099716,0.6685594729344729,175
Richard Burton,king henry viii of england,anne of the thousand days,1.0,83.0,38.0,5.0,0.06111111111111112,0.3433333333333334,175
Richard Burton,martin dysart,equus,1.0,78.0,65.0,1.0,0.16,0.47000000000000003,175
Richard Dix,yancey cravat,cimarron,1.0,25.0,50.0,6.0,0.23611111111111108,0.5766666666666667,176
Richard Dreyfuss,elliot garfield,the goodbye girl,2.0,84.0,84.0,1.0,0.17,0.37,177
Richard Dreyfuss,glenn holland,mr hollands opus,1.0,84.0,75.0,7.0,0.6,0.7666666666666666,177
Richard Farnsworth,alvin straight,the straight story,1.0,91.0,95.0,36.0,0.3524211693656138,0.5201103670634921,178
Richard Jenkins,walter vale,the visitor,1.0,84.0,89.0,30.0,0.19765135327635325,0.5124682995803685,179
Richard Todd,cpl lachlan lachie maclachlan,the hasty heart,1.0,0.0,0.0,1.0,0.4041666666666667,0.7,180
Robert De Niro,travis bickle,taxi driver,1.0,93.0,96.0,19.0,0.0695855614973262,0.6504042526101349,181
Robert De Niro,michael vronsky,the deer hunter,1.0,92.0,93.0,17.0,0.05399756493506491,0.5969462481962482,181
Robert De Niro,jake lamotta,raging bull,2.0,93.0,93.0,19.0,0.14680555555555555,0.5488425925925926,181
Robert De Niro,leonard lowe,awakenings,1.0,89.0,88.0,4.0,0.4,0.49142857142857144,181
Robert De Niro,maximilian max cady,cape fear,1.0,77.0,74.0,12.0,-0.006150793650793653,0.6338624338624338,181
Robert Donat,dr andrew manson,the citadel,1.0,72.0,89.0,4.0,0.13805555555555554,0.5166666666666666,182
Robert Donat,charles edward chipping,goodbye mr chips,2.0,87.0,82.0,0.0,0.0,0.0,182
Robert Downey Jr.,charlie chaplin,chaplin,1.0,81.0,59.0,11.0,0.06705729166666666,0.5550099206349206,183
Robert Duvall,lieutenant colonel wilbur bull meechum,the great santini,1.0,75.0,95.0,1.0,0.8,0.75,184
Robert Duvall,mac sledge,tender mercies,2.0,82.0,84.0,1.0,0.5,0.5,184
Robert Duvall,euliss sonny dewey,the apostle,1.0,78.0,90.0,11.0,0.321875,0.65625,184
Robert Montgomery,danny,night must fall,1.0,0.0,0.0,0.0,0.0,0.0,185
Robert Montgomery,joe pendleton,here comes mr jordan,1.0,83.0,100.0,0.0,0.0,0.0,185
Robert Redford,johnny kelly hooker,the sting,1.0,95.0,94.0,10.0,0.2638888888888889,0.6047499999999999,186
Roberto Benigni,guido orefice,life is beautiful,2.0,96.0,80.0,16.0,0.2789384920634921,0.5497619047619048,187
Robin Williams,adrian cronauer,good morning vietnam,1.0,82.0,90.0,5.0,0.29570105820105824,0.46898148148148144,188
Robin Williams,john keating,dead poets society,1.0,92.0,84.0,10.0,0.0907010582010582,0.547473544973545,188
Robin Williams,henry parry sagan,the fisher king,1.0,86.0,84.0,11.0,0.2999074074074074,0.5378703703703702,188
Rock Hudson,jordan bick benedict jr,giant,1.0,87.0,95.0,10.0,0.08821230158730159,0.6197003968253968,189
Rod Steiger,sol nazerman,the pawnbroker,1.0,87.0,82.0,1.0,0.26875,0.6749999999999999,190
Rod Steiger,police chief bill gillespie,in the heat of the night,2.0,92.0,95.0,11.0,0.21103896103896105,0.5623538961038961,190
Ron Moody,fagin,oliver!,1.0,81.0,82.0,8.0,0.13666666666666666,0.35238095238095235,191
Ronald Colman,capt hugh bulldog drummond,bulldog drummond,1.0,0.0,0.0,0.0,0.0,0.0,192
Ronald Colman,michel,condemned,1.0,0.0,0.0,0.0,0.0,0.0,192
Ronald Colman,charles rainier,random harvest,1.0,89.0,90.0,0.0,0.0,0.0,192
Ronald Colman,anthony john,a double life,2.0,67.0,75.0,0.0,0.0,0.0,192
Roy Scheider,joe gideon,all that jazz,1.0,86.0,85.0,7.0,0.16214285714285717,0.6279761904761906,193
Russell Crowe,jeffrey wigand,the insider,1.0,90.0,96.0,34.0,0.26933825690770136,0.6759016754850088,194
Russell Crowe,maximus decimus meridius,gladiator,2.0,87.0,77.0,49.0,0.09196497946497947,0.5576263551263551,194
Russell Crowe,john forbes nash jr,a beautiful mind,1.0,93.0,74.0,47.0,0.24086514235323758,0.6532733480989295,194
Ryan Gosling,dan dunne,half nelson,1.0,83.0,90.0,44.0,0.15057856930651048,0.5015698283198283,195
Ryan Gosling,sebastian wilder,la la land,1.0,81.0,91.0,66.0,0.24608985963531418,0.5251725671028391,195
Ryan O'Neal,oliver barrett iv,love story,1.0,75.0,68.0,5.0,0.09166666666666667,0.59375,196
Sam Waterston,sydney schanberg,the killing fields,1.0,92.0,93.0,8.0,0.225,0.5035714285714286,197
Sean Penn,matthew poncelet,dead man walking,1.0,86.0,95.0,20.0,0.13301729024943312,0.5660142390289449,198
Sean Penn,emmet ray,sweet and lowdown,1.0,82.0,77.0,17.0,0.2223834325396825,0.5965873015873017,198
Sean Penn,sam dawson,i am sam,1.0,87.0,35.0,39.0,0.14843915343915343,0.6030530753968254,198
Sean Penn,jimmy markum,mystic river,2.0,89.0,88.0,49.0,0.18466329966329964,0.5576775352307267,198
Sean Penn,harvey milk,milk,2.0,89.0,93.0,55.0,0.2634652847152847,0.6282092618030118,198
Sidney Poitier,noah cullen,the defiant ones,1.0,87.0,83.0,4.0,0.31111111111111106,0.7208333333333334,199
Sidney Poitier,homer smith,lilies of the field,2.0,86.0,91.0,4.0,0.29083333333333333,0.5777777777777778,199
Spencer Tracy,father tim mullin,san francisco,1.0,70.0,100.0,0.0,0.0,0.0,200
Spencer Tracy,manuel fidello,captains courageous,2.0,89.0,94.0,0.0,0.0,0.0,200
Spencer Tracy,father edward j flanagan,boys town,2.0,81.0,90.0,2.0,0.004166666666666652,0.43333333333333335,200
Spencer Tracy,stanley t banks,father of the bride,1.0,74.0,90.0,6.0,0.11166666666666666,0.6411111111111112,200
Spencer Tracy,john j macreedy,bad day at black rock,1.0,88.0,97.0,6.0,0.2717380952380952,0.5970357142857143,200
Spencer Tracy,the old man,the old man and the sea,1.0,67.0,78.0,0.0,0.0,0.0,200
Spencer Tracy,henry drummond,inherit the wind,1.0,91.0,92.0,2.0,0.07500000000000001,0.6,200
Spencer Tracy,chief judge dan haywood,judgment at nuremberg,1.0,93.0,91.0,3.0,0.375,0.48333333333333334,200
Spencer Tracy,matt drayton,guess whos coming to dinner,1.0,85.0,70.0,6.0,0.5819444444444445,0.6722222222222223,200
Stephen Rea,fergus,the crying game,1.0,78.0,94.0,19.0,0.19596208812554966,0.5112834127677879,201
Steve Carell,john du pont,foxcatcher,1.0,66.0,87.0,58.0,0.087072102425876,0.5571456963818076,202
Steve McQueen,jake holman,the sand pebbles,1.0,88.0,89.0,0.0,0.0,0.0,203
Stuart Whitman,jim fuller,the mark,1.0,0.0,0.0,0.0,0.0,0.0,204
Sylvester Stallone,rocky balboa,rocky,1.0,69.0,94.0,11.0,0.22303571428571428,0.6580119047619047,205
Terrence Howard,djay,hustle & flow,1.0,83.0,83.0,42.0,0.1396605998168498,0.5857264059469941,206
Timothee Chalamet,elio perlman,call me by your name,1.0,86.0,94.0,49.0,0.2851728500876228,0.6123647236418975,207
Tom Conti,gowan mcgland,reuben reuben,1.0,79.0,100.0,0.0,0.0,0.0,208
Tom Courtenay,norman,the dresser,1.0,87.0,100.0,1.0,0.85,0.5750000000000001,209
Tom Cruise,ron kovic,born on the fourth of july,1.0,76.0,85.0,8.0,0.14583333333333334,0.5902777777777778,210
Tom Cruise,jerry maguire,jerry maguire,1.0,79.0,83.0,29.0,0.233866341991342,0.5775521799628942,210
Tom Hanks,josh baskin,big,1.0,82.0,97.0,16.0,0.30416666666666664,0.5996666666666667,211
Tom Hanks,andrew andy beckett,philadelphia,2.0,89.0,80.0,10.0,0.24763538159371493,0.5980387205387205,211
Tom Hanks,forrest gump,forrest gump,2.0,95.0,71.0,30.0,0.21675295815295814,0.6196252061430633,211
Tom Hanks,captain john h miller,saving private ryan,1.0,95.0,93.0,42.0,0.17703548703548702,0.6005154532077609,211
Tom Hanks,chuck noland,cast away,1.0,84.0,88.0,37.0,0.2545800264550265,0.5846774193548387,211
Tom Hulce,wolfgang amadeus mozart,amadeus,1.0,95.0,93.0,26.0,0.3499773242630385,0.6075931677018633,212
Tom Wilkinson,dr matt fowler,in the bedroom,1.0,81.0,93.0,32.0,0.2883647701504844,0.6424616858237548,213
Tommy Lee Jones,hank deerfield,in the valley of elah,1.0,77.0,74.0,45.0,0.16072168572168574,0.5387818450318451,214
Topol,tevye,fiddler on the roof,1.0,92.0,83.0,9.0,-0.03611111111111112,0.5601851851851852,215
Trevor Howard,walter morel,sons and lovers,1.0,52.0,67.0,4.0,0.4934920634920634,0.6004761904761905,216
Victor McLaglen,gypo nolan,the informer,2.0,77.0,94.0,0.0,0.0,0.0,217
Viggo Mortensen,nikolai luzhin,eastern promises,1.0,83.0,89.0,49.0,0.1540270620032525,0.564739789196311,218
Viggo Mortensen,ben cash,captain fantastic,1.0,85.0,83.0,47.0,0.25927420910493826,0.6070175925925926,218
Viggo Mortensen,tony lip vallelonga,green book,1.0,91.0,77.0,49.0,0.13667047303110968,0.5953488407673676,218
Wallace Beery,butch machine gun schmidt,the big house,1.0,69.0,75.0,0.0,0.0,0.0,219
Wallace Beery,andy champ purcell,the champ,2.0,74.0,90.0,2.0,0.19739583333333333,0.4979166666666667,219
Walter Huston,sam dodsworth,dodsworth,1.0,86.0,90.0,3.0,0.4833333333333334,0.8416666666666668,220
Walter Huston,mr scratch,the devil and daniel webster,1.0,83.0,100.0,1.0,-0.33888888888888885,0.4055555555555555,220
Walter Matthau,joseph p kotcher,kotch,1.0,68.0,75.0,2.0,0.33499999999999996,0.4857142857142857,221
Walter Matthau,willy clark,the sunshine boys,1.0,73.0,71.0,3.0,0.11666666666666665,0.5972222222222222,221
Walter Pidgeon,clem miniver,mrs miniver,1.0,85.0,93.0,9.0,0.12433106575963719,0.4744345238095238,222
Walter Pidgeon,pierre curie,madame curie,1.0,67.0,86.0,0.0,0.0,0.0,222
Warner Baxter,the cisco kid,in old arizona,2.0,38.0,56.0,2.0,0.5,0.3972222222222222,223
Warren Beatty,clyde barrow,bonnie and clyde,1.0,88.0,88.0,12.0,0.18919588744588745,0.4693634395907123,224
Warren Beatty,joe pendleton,heaven can wait,1.0,68.0,88.0,8.0,0.2416454081632653,0.6080569727891155,224
Warren Beatty,john silas jack reed,reds,1.0,83.0,89.0,5.0,0.3229166666666667,0.4828125,224
Warren Beatty,benjamin bugsy siegel,bugsy,1.0,69.0,85.0,16.0,0.1834800384800385,0.5522703222703224,224
Will Smith,cassius clay/ muhammad ali,ali,1.0,65.0,68.0,37.0,0.29668644113088555,0.6007337196853326,225
Will Smith,chris gardner,the pursuit of happyness,1.0,87.0,67.0,49.0,0.1320051218161683,0.4770370370370371,225
Willem Dafoe,vincent van gogh,at eternitys gate,1.0,64.0,79.0,35.0,0.19756555704831566,0.6360507455507456,226
William Holden,joe gillis,sunset boulevard,1.0,95.0,99.0,12.0,0.5432178932178933,0.5228505291005291,227
William Holden,sgt jj sefton,stalag 17,2.0,93.0,97.0,8.0,0.38097222222222216,0.6979166666666666,227
William Holden,max schumacher,network,1.0,93.0,91.0,11.0,0.08128679962013295,0.6166999050332385,227
William Hurt,luis molina,kiss of the spider woman,2.0,81.0,87.0,4.0,0.0,0.3,228
William Hurt,james leeds,children of a lesser god,1.0,79.0,82.0,8.0,0.36116780045351476,0.6085600907029478,228
